Country or Area,Year,Area,Record Type,Reliability,Source Year,Value,Value Footnotes
Montenegro,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,703,
Montenegro,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,577,
Montenegro,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,584,
Montenegro,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,499,
Montenegro,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,515,
Montenegro,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,471,
Montenegro,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,520,
Montenegro,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,456,
Montenegro,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,440,
Montenegro,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,16,
Montenegro,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,460,
Montenegro,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,435,
Montenegro,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,25,
Netherlands (Kingdom of the),2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,24310,"5,31"
Netherlands (Kingdom of the),2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,23603,"5,31"
Netherlands (Kingdom of the),2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,25962,"5,31"
Netherlands (Kingdom of the),2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,28965,"5,31"
Netherlands (Kingdom of the),2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,30041,"5,31"
Netherlands (Kingdom of the),2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,30729,"5,31"
Netherlands (Kingdom of the),2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,32768,"5,31"
Netherlands (Kingdom of the),2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,33414,"5,31"
Netherlands (Kingdom of the),2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,34232,"5,32"
Netherlands (Kingdom of the),2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,35409,"5,32"
Netherlands (Kingdom of the),2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,33636,"5,32"
Netherlands (Kingdom of the),2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,33273,"5,32"
Netherlands (Kingdom of the),2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,32510,"5,32"
Netherlands (Kingdom of the),2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,32544,"5,32"
Netherlands (Kingdom of the),2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,30779,"5,32"
Netherlands (Kingdom of the),2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2010,21492,"32,33,34"
Netherlands (Kingdom of the),2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2010,8802,"32,33,34"
Netherlands (Kingdom of the),2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,32236,"5,32"
Netherlands (Kingdom of the),2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2009,22607,"32,33,35"
Netherlands (Kingdom of the),2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2009,9175,"32,33,35"
New Caledonia,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,309,
New Caledonia,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,243,
New Caledonia,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2014,240,
New Zealand,2023,Total,Data tabulated by year of registration,"Final figure, complete",2024,7995,"2,36"
New Zealand,2022,Total,Data tabulated by year of registration,"Final figure, complete",2023,7593,"2,36"
New Zealand,2021,Total,Data tabulated by year of registration,"Final figure, complete",2023,6372,"2,36"
New Zealand,2020,Total,Data tabulated by year of registration,"Final figure, complete",2023,7707,"2,36"
New Zealand,2019,Total,Data tabulated by year of registration,"Final figure, complete",2020,8388,"2,36"
New Zealand,2018,Total,Data tabulated by year of registration,"Final figure, complete",2020,7455,"2,36"
New Zealand,2017,Total,Data tabulated by year of registration,"Final figure, complete",2020,8004,"2,36"
New Zealand,2016,Total,Data tabulated by year of registration,"Final figure, complete",2017,8169,"2,36"
New Zealand,2015,Total,Data tabulated by year of registration,"Final figure, complete",2017,8523,36
New Zealand,2014,Total,Data tabulated by year of registration,"Final figure, complete",2016,8171,
New Zealand,2013,Total,Data tabulated by year of registration,"Final figure, complete",2015,8279,
New Zealand,2012,Total,Data tabulated by year of registration,"Final figure, complete",2014,8785,
New Zealand,2011,Total,Data tabulated by year of registration,"Final figure, complete",2013,8551,
New Zealand,2010,Total,Data tabulated by year of registration,"Final figure, complete",2012,8874,
New Zealand,2009,Total,Data tabulated by year of registration,"Final figure, complete",2011,8737,
New Zealand,2008,Total,Data tabulated by year of registration,"Final figure, complete",2009,9713,
Nicaragua,2023,Total,Data tabulated by year of registration,Provisional figure,2024,10579,
Nicaragua,2022,Total,Data tabulated by year of registration,"Final figure, complete",2024,10127,
Nicaragua,2021,Total,Data tabulated by year of registration,"Final figure, complete",2023,9533,
Nicaragua,2020,Total,Data tabulated by year of registration,"Final figure, complete",2023,8570,
North Macedonia,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,17656,
North Macedonia,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,1613,
North Macedonia,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,1964,
North Macedonia,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,1569,
North Macedonia,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,1990,
North Macedonia,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,1620,
North Macedonia,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,1075,
North Macedonia,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,545,
North Macedonia,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,1994,
North Macedonia,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,1309,
North Macedonia,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,685,
North Macedonia,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,1985,
North Macedonia,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,1315,
North Macedonia,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,670,
North Macedonia,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,2200,
North Macedonia,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,1420,
North Macedonia,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,780,
North Macedonia,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,2210,
North Macedonia,2014,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,1472,
North Macedonia,2014,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,738,
North Macedonia,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,2045,
North Macedonia,2013,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,1372,
North Macedonia,2013,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,673,
North Macedonia,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,1926,
North Macedonia,2012,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,1300,
North Macedonia,2012,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,626,
North Macedonia,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,1753,
North Macedonia,2011,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,1147,
North Macedonia,2011,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,606,
North Macedonia,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,1720,
North Macedonia,2010,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,1116,
North Macedonia,2010,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,604,
North Macedonia,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,1287,
North Macedonia,2009,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,760,
North Macedonia,2009,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,527,
North Macedonia,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,1209,
North Macedonia,2008,Urban,Data tabulated by year of occurrence,"Final figure, complete",2016,735,
North Macedonia,2008,Rural,Data tabulated by year of occurrence,"Final figure, complete",2016,474,
Norway,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,8513,5
Norway,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,8204,5
Norway,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,8893,5
Norway,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2022,9825,5
Norway,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,10227,5
Norway,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,10162,5
Norway,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,10567,5
Norway,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,9944,5
Norway,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,9793,5
Norway,2014,Total,Data tabulated by year of occurrence,"Final figure, complete",2016,9918,5
Norway,2013,Total,Data tabulated by year of occurrence,"Final figure, complete",2015,10212,5
Norway,2012,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,9929,5
Norway,2011,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,10207,5
Norway,2010,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,10228,5
Norway,2009,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,10235,5
Norway,2008,Total,Data tabulated by year of occurrence,"Final figure, complete",2013,10158,37
Panama,2023,Total,Data tabulated by year of occurrence,"Final figure, complete",2025,3281,
Panama,2022,Total,Data tabulated by year of occurrence,"Final figure, complete",2024,3541,
Panama,2022,Urban,Data tabulated by year of occurrence,"Final figure, complete",2024,2955,
Panama,2022,Rural,Data tabulated by year of occurrence,"Final figure, complete",2024,586,
Panama,2021,Total,Data tabulated by year of occurrence,"Final figure, complete",2023,5057,
Panama,2021,Urban,Data tabulated by year of occurrence,"Final figure, complete",2023,4269,
Panama,2021,Rural,Data tabulated by year of occurrence,"Final figure, complete",2023,788,
Panama,2020,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,3107,
Panama,2020,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,2635,
Panama,2020,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,472,
Panama,2019,Total,Data tabulated by year of occurrence,"Final figure, complete",2021,4558,
Panama,2019,Urban,Data tabulated by year of occurrence,"Final figure, complete",2021,3807,
Panama,2019,Rural,Data tabulated by year of occurrence,"Final figure, complete",2021,751,
Panama,2018,Total,Data tabulated by year of occurrence,"Final figure, complete",2020,4558,
Panama,2018,Urban,Data tabulated by year of occurrence,"Final figure, complete",2020,3766,
Panama,2018,Rural,Data tabulated by year of occurrence,"Final figure, complete",2020,792,
Panama,2017,Total,Data tabulated by year of occurrence,"Final figure, complete",2019,4470,
Panama,2017,Urban,Data tabulated by year of occurrence,"Final figure, complete",2019,3778,
Panama,2017,Rural,Data tabulated by year of occurrence,"Final figure, complete",2019,692,
Panama,2016,Total,Data tabulated by year of occurrence,"Final figure, complete",2018,4360,
Panama,2016,Urban,Data tabulated by year of occurrence,"Final figure, complete",2018,3730,
Panama,2016,Rural,Data tabulated by year of occurrence,"Final figure, complete",2018,630,
Panama,2015,Total,Data tabulated by year of occurrence,"Final figure, complete",2017,4479,
Panama,2015,Urban,Data tabulated by year of occurrence,"Final figure, complete",2017,3806,
Panama,2015,Rural,Data tabulated by year of occurrence,"Final figure, complete",2017,673,
